"chack","bank_account"
"uniqueid_7886 x Rwanda","No"
"uniqueid_7887 x Rwanda","No"
"uniqueid_7888 x Rwanda","No"
"uniqueid_7889 x Rwanda","Yes"
"uniqueid_7890 x Rwanda","Yes"
"uniqueid_7891 x Rwanda","No"
"uniqueid_7892 x Rwanda","No"
"uniqueid_7893 x Rwanda","No"
"uniqueid_7894 x Rwanda","No"
"uniqueid_7895 x Rwanda","No"
"uniqueid_7896 x Rwanda","No"
"uniqueid_7897 x Rwanda","Yes"
"uniqueid_7898 x Rwanda","Yes"
"uniqueid_7899 x Rwanda","No"
"uniqueid_7900 x Rwanda","Yes"
"uniqueid_7901 x Rwanda","Yes"
"uniqueid_7902 x Rwanda","Yes"
"uniqueid_7903 x Rwanda","Yes"
"uniqueid_7904 x Rwanda","Yes"
"uniqueid_7905 x Rwanda","No"
"uniqueid_7906 x Rwanda","No"
"uniqueid_7907 x Rwanda","No"
"uniqueid_7908 x Rwanda","No"
"uniqueid_7909 x Rwanda","No"
"uniqueid_7910 x Rwanda","No"
"uniqueid_7911 x Rwanda","No"
"uniqueid_7912 x Rwanda","No"
"uniqueid_7913 x Rwanda","No"
"uniqueid_7914 x Rwanda","No"
"uniqueid_7915 x Rwanda","No"
"uniqueid_7916 x Rwanda","No"
"uniqueid_7917 x Rwanda","No"
"uniqueid_7918 x Rwanda","No"
"uniqueid_7919 x Rwanda","No"
"uniqueid_7920 x Rwanda","No"
"uniqueid_7921 x Rwanda","No"
"uniqueid_7922 x Rwanda","Yes"
"uniqueid_7923 x Rwanda","No"
"uniqueid_7924 x Rwanda","Yes"
"uniqueid_7925 x Rwanda","No"
"uniqueid_7926 x Rwanda","No"
"uniqueid_7927 x Rwanda","No"
"uniqueid_7928 x Rwanda","No"
"uniqueid_7929 x Rwanda","No"
"uniqueid_7930 x Rwanda","No"
"uniqueid_7931 x Rwanda","No"
"uniqueid_7932 x Rwanda","No"
"uniqueid_7933 x Rwanda","No"
"uniqueid_7934 x Rwanda","Yes"
"uniqueid_7935 x Rwanda","Yes"
"uniqueid_7936 x Rwanda","No"
"uniqueid_7937 x Rwanda","No"
"uniqueid_7938 x Rwanda","No"
"uniqueid_7939 x Rwanda","No"
"uniqueid_7940 x Rwanda","No"
"uniqueid_7941 x Rwanda","No"
"uniqueid_7942 x Rwanda","No"
"uniqueid_7943 x Rwanda","No"
"uniqueid_7944 x Rwanda","No"
"uniqueid_7945 x Rwanda","No"
"uniqueid_7946 x Rwanda","No"
"uniqueid_7947 x Rwanda","No"
"uniqueid_7948 x Rwanda","No"
"uniqueid_7949 x Rwanda","No"
"uniqueid_7950 x Rwanda","No"
"uniqueid_7951 x Rwanda","No"
"uniqueid_7952 x Rwanda","No"
"uniqueid_7953 x Rwanda","No"
"uniqueid_7954 x Rwanda","No"
"uniqueid_7955 x Rwanda","No"
"uniqueid_7956 x Rwanda","No"
"uniqueid_7957 x Rwanda","No"
"uniqueid_7958 x Rwanda","No"
"uniqueid_7959 x Rwanda","No"
"uniqueid_7960 x Rwanda","No"
"uniqueid_7961 x Rwanda","Yes"
"uniqueid_7962 x Rwanda","No"
"uniqueid_7963 x Rwanda","No"
"uniqueid_7964 x Rwanda","No"
"uniqueid_7965 x Rwanda","Yes"
"uniqueid_7966 x Rwanda","No"
"uniqueid_7967 x Rwanda","No"
"uniqueid_7968 x Rwanda","No"
"uniqueid_7969 x Rwanda","No"
"uniqueid_7970 x Rwanda","No"
"uniqueid_7971 x Rwanda","No"
"uniqueid_7972 x Rwanda","No"
"uniqueid_7973 x Rwanda","No"
"uniqueid_7974 x Rwanda","Yes"
"uniqueid_7975 x Rwanda","No"
"uniqueid_7976 x Rwanda","No"
"uniqueid_7977 x Rwanda","No"
"uniqueid_7978 x Rwanda","No"
"uniqueid_7979 x Rwanda","No"
"uniqueid_7980 x Rwanda","No"
"uniqueid_7981 x Rwanda","No"
"uniqueid_7982 x Rwanda","No"
"uniqueid_7983 x Rwanda","Yes"
"uniqueid_7984 x Rwanda","No"
"uniqueid_7985 x Rwanda","No"
"uniqueid_7986 x Rwanda","Yes"
"uniqueid_7987 x Rwanda","No"
"uniqueid_7988 x Rwanda","No"
"uniqueid_7989 x Rwanda","No"
"uniqueid_7990 x Rwanda","No"
"uniqueid_7991 x Rwanda","No"
"uniqueid_7992 x Rwanda","No"
"uniqueid_7993 x Rwanda","No"
"uniqueid_7994 x Rwanda","No"
"uniqueid_7995 x Rwanda","No"
"uniqueid_7996 x Rwanda","Yes"
"uniqueid_7997 x Rwanda","No"
"uniqueid_7998 x Rwanda","No"
"uniqueid_7999 x Rwanda","No"
"uniqueid_8000 x Rwanda","No"
"uniqueid_8001 x Rwanda","No"
"uniqueid_8002 x Rwanda","Yes"
"uniqueid_8003 x Rwanda","No"
"uniqueid_8004 x Rwanda","No"
"uniqueid_8005 x Rwanda","No"
"uniqueid_8006 x Rwanda","No"
"uniqueid_8007 x Rwanda","No"
"uniqueid_8008 x Rwanda","Yes"
"uniqueid_8009 x Rwanda","No"
"uniqueid_8010 x Rwanda","No"
"uniqueid_8011 x Rwanda","No"
"uniqueid_8012 x Rwanda","No"
"uniqueid_8013 x Rwanda","No"
"uniqueid_8014 x Rwanda","No"
"uniqueid_8015 x Rwanda","No"
"uniqueid_8016 x Rwanda","No"
"uniqueid_8017 x Rwanda","No"
"uniqueid_8018 x Rwanda","No"
"uniqueid_8019 x Rwanda","No"
"uniqueid_8020 x Rwanda","No"
"uniqueid_8021 x Rwanda","No"
"uniqueid_8022 x Rwanda","No"
"uniqueid_8023 x Rwanda","No"
"uniqueid_8024 x Rwanda","No"
"uniqueid_8025 x Rwanda","Yes"
"uniqueid_8026 x Rwanda","No"
"uniqueid_8027 x Rwanda","No"
"uniqueid_8028 x Rwanda","Yes"
"uniqueid_8029 x Rwanda","No"
"uniqueid_8030 x Rwanda","No"
"uniqueid_8031 x Rwanda","Yes"
"uniqueid_8032 x Rwanda","Yes"
"uniqueid_8033 x Rwanda","No"
"uniqueid_8034 x Rwanda","No"
"uniqueid_8035 x Rwanda","No"
"uniqueid_8036 x Rwanda","No"
"uniqueid_8037 x Rwanda","Yes"
"uniqueid_8038 x Rwanda","No"
"uniqueid_8039 x Rwanda","Yes"
"uniqueid_8040 x Rwanda","No"
"uniqueid_8041 x Rwanda","No"
"uniqueid_8042 x Rwanda","No"
"uniqueid_8043 x Rwanda","No"
"uniqueid_8044 x Rwanda","No"
"uniqueid_8045 x Rwanda","No"
"uniqueid_8046 x Rwanda","No"
"uniqueid_8047 x Rwanda","Yes"
"uniqueid_8048 x Rwanda","No"
"uniqueid_8049 x Rwanda","Yes"
"uniqueid_8050 x Rwanda","No"
"uniqueid_8051 x Rwanda","Yes"
"uniqueid_8052 x Rwanda","No"
"uniqueid_8053 x Rwanda","No"
"uniqueid_8054 x Rwanda","No"
"uniqueid_8055 x Rwanda","No"
"uniqueid_8056 x Rwanda","Yes"
"uniqueid_8057 x Rwanda","No"
"uniqueid_8058 x Rwanda","No"
"uniqueid_8059 x Rwanda","No"
"uniqueid_8060 x Rwanda","No"
"uniqueid_8061 x Rwanda","No"
"uniqueid_8062 x Rwanda","No"
"uniqueid_8063 x Rwanda","No"
"uniqueid_8064 x Rwanda","No"
"uniqueid_8065 x Rwanda","No"
"uniqueid_8066 x Rwanda","No"
"uniqueid_8067 x Rwanda","No"
"uniqueid_8068 x Rwanda","No"
"uniqueid_8069 x Rwanda","No"
"uniqueid_8070 x Rwanda","No"
"uniqueid_8071 x Rwanda","No"
"uniqueid_8072 x Rwanda","No"
"uniqueid_8073 x Rwanda","No"
"uniqueid_8074 x Rwanda","No"
"uniqueid_8075 x Rwanda","No"
"uniqueid_8076 x Rwanda","No"
"uniqueid_8077 x Rwanda","No"
"uniqueid_8078 x Rwanda","Yes"
"uniqueid_8079 x Rwanda","No"
"uniqueid_8080 x Rwanda","No"
"uniqueid_8081 x Rwanda","No"
"uniqueid_8082 x Rwanda","No"
"uniqueid_8083 x Rwanda","No"
"uniqueid_8084 x Rwanda","No"
"uniqueid_8085 x Rwanda","No"
"uniqueid_8086 x Rwanda","No"
"uniqueid_8087 x Rwanda","No"
"uniqueid_8088 x Rwanda","No"
"uniqueid_8089 x Rwanda","No"
"uniqueid_8090 x Rwanda","No"
"uniqueid_8091 x Rwanda","No"
"uniqueid_8092 x Rwanda","No"
"uniqueid_8093 x Rwanda","No"
"uniqueid_8094 x Rwanda","No"
"uniqueid_8095 x Rwanda","No"
"uniqueid_8096 x Rwanda","No"
"uniqueid_8097 x Rwanda","No"
"uniqueid_8098 x Rwanda","No"
"uniqueid_8099 x Rwanda","No"
"uniqueid_8100 x Rwanda","No"
"uniqueid_8101 x Rwanda","No"
"uniqueid_8102 x Rwanda","No"
"uniqueid_8103 x Rwanda","No"
"uniqueid_8104 x Rwanda","No"
"uniqueid_8105 x Rwanda","No"
"uniqueid_8106 x Rwanda","No"
"uniqueid_8107 x Rwanda","No"
"uniqueid_8108 x Rwanda","Yes"
"uniqueid_8109 x Rwanda","No"
"uniqueid_8110 x Rwanda","No"
"uniqueid_8111 x Rwanda","No"
"uniqueid_8112 x Rwanda","No"
"uniqueid_8113 x Rwanda","No"
"uniqueid_8114 x Rwanda","No"
"uniqueid_8115 x Rwanda","No"
"uniqueid_8116 x Rwanda","No"
"uniqueid_8117 x Rwanda","No"
"uniqueid_8118 x Rwanda","No"
"uniqueid_8119 x Rwanda","No"
"uniqueid_8120 x Rwanda","No"
"uniqueid_8121 x Rwanda","No"
"uniqueid_8122 x Rwanda","No"
"uniqueid_8123 x Rwanda","No"
"uniqueid_8124 x Rwanda","No"
"uniqueid_8125 x Rwanda","No"
"uniqueid_8126 x Rwanda","Yes"
"uniqueid_8127 x Rwanda","Yes"
"uniqueid_8128 x Rwanda","Yes"
"uniqueid_8129 x Rwanda","No"
"uniqueid_8130 x Rwanda","No"
"uniqueid_8131 x Rwanda","No"
"uniqueid_8132 x Rwanda","No"
"uniqueid_8133 x Rwanda","Yes"
"uniqueid_8134 x Rwanda","No"
"uniqueid_8135 x Rwanda","No"
"uniqueid_8136 x Rwanda","No"
"uniqueid_8137 x Rwanda","No"
"uniqueid_8138 x Rwanda","No"
"uniqueid_8139 x Rwanda","No"
"uniqueid_8140 x Rwanda","No"
"uniqueid_8141 x Rwanda","No"
"uniqueid_8142 x Rwanda","No"
"uniqueid_8143 x Rwanda","No"
"uniqueid_8144 x Rwanda","No"
"uniqueid_8145 x Rwanda","No"
"uniqueid_8146 x Rwanda","No"
"uniqueid_8147 x Rwanda","No"
"uniqueid_8148 x Rwanda","No"
"uniqueid_8149 x Rwanda","No"
"uniqueid_8150 x Rwanda","No"
"uniqueid_8151 x Rwanda","Yes"
"uniqueid_8152 x Rwanda","No"
"uniqueid_8153 x Rwanda","No"
"uniqueid_8154 x Rwanda","No"
"uniqueid_8155 x Rwanda","No"
"uniqueid_8156 x Rwanda","No"
"uniqueid_8157 x Rwanda","No"
"uniqueid_8158 x Rwanda","No"
"uniqueid_8159 x Rwanda","No"
"uniqueid_8160 x Rwanda","No"
"uniqueid_8161 x Rwanda","No"
"uniqueid_8162 x Rwanda","No"
"uniqueid_8163 x Rwanda","No"
"uniqueid_8164 x Rwanda","No"
"uniqueid_8165 x Rwanda","No"
"uniqueid_8166 x Rwanda","No"
"uniqueid_8167 x Rwanda","No"
"uniqueid_8168 x Rwanda","No"
"uniqueid_8169 x Rwanda","No"
"uniqueid_8170 x Rwanda","No"
"uniqueid_8171 x Rwanda","No"
"uniqueid_8172 x Rwanda","No"
"uniqueid_8173 x Rwanda","No"
"uniqueid_8174 x Rwanda","No"
"uniqueid_8175 x Rwanda","No"
"uniqueid_8176 x Rwanda","No"
"uniqueid_8177 x Rwanda","No"
"uniqueid_8178 x Rwanda","Yes"
"uniqueid_8179 x Rwanda","No"
"uniqueid_8180 x Rwanda","No"
"uniqueid_8181 x Rwanda","Yes"
"uniqueid_8182 x Rwanda","No"
"uniqueid_8183 x Rwanda","No"
"uniqueid_8184 x Rwanda","No"
"uniqueid_8185 x Rwanda","No"
"uniqueid_8186 x Rwanda","No"
"uniqueid_8187 x Rwanda","No"
"uniqueid_8188 x Rwanda","No"
"uniqueid_8189 x Rwanda","No"
"uniqueid_8190 x Rwanda","No"
"uniqueid_8191 x Rwanda","No"
"uniqueid_8192 x Rwanda","Yes"
"uniqueid_8193 x Rwanda","No"
"uniqueid_8194 x Rwanda","No"
"uniqueid_8195 x Rwanda","No"
"uniqueid_8196 x Rwanda","No"
"uniqueid_8197 x Rwanda","No"
"uniqueid_8198 x Rwanda","No"
"uniqueid_8199 x Rwanda","No"
"uniqueid_8200 x Rwanda","No"
"uniqueid_8201 x Rwanda","No"
"uniqueid_8202 x Rwanda","No"
"uniqueid_8203 x Rwanda","No"
"uniqueid_8204 x Rwanda","No"
"uniqueid_8205 x Rwanda","No"
"uniqueid_8206 x Rwanda","No"
"uniqueid_8207 x Rwanda","No"
"uniqueid_8208 x Rwanda","No"
"uniqueid_8209 x Rwanda","No"
"uniqueid_8210 x Rwanda","No"
"uniqueid_8211 x Rwanda","Yes"
"uniqueid_8212 x Rwanda","No"
"uniqueid_8213 x Rwanda","No"
"uniqueid_8214 x Rwanda","No"
"uniqueid_8215 x Rwanda","No"
"uniqueid_8216 x Rwanda","No"
"uniqueid_8217 x Rwanda","No"
"uniqueid_8218 x Rwanda","No"
"uniqueid_8219 x Rwanda","No"
"uniqueid_8220 x Rwanda","No"
"uniqueid_8221 x Rwanda","No"
"uniqueid_8222 x Rwanda","No"
"uniqueid_8223 x Rwanda","No"
"uniqueid_8224 x Rwanda","Yes"
"uniqueid_8225 x Rwanda","No"
"uniqueid_8226 x Rwanda","No"
"uniqueid_8227 x Rwanda","Yes"
"uniqueid_8228 x Rwanda","No"
"uniqueid_8229 x Rwanda","No"
"uniqueid_8230 x Rwanda","Yes"
"uniqueid_8231 x Rwanda","No"
"uniqueid_8232 x Rwanda","Yes"
"uniqueid_8233 x Rwanda","No"
"uniqueid_8234 x Rwanda","No"
"uniqueid_8235 x Rwanda","No"
"uniqueid_8236 x Rwanda","No"
"uniqueid_8237 x Rwanda","No"
"uniqueid_8238 x Rwanda","No"
"uniqueid_8239 x Rwanda","No"
"uniqueid_8240 x Rwanda","No"
"uniqueid_8241 x Rwanda","No"
"uniqueid_8242 x Rwanda","No"
"uniqueid_8243 x Rwanda","Yes"
"uniqueid_8244 x Rwanda","Yes"
"uniqueid_8245 x Rwanda","No"
"uniqueid_8246 x Rwanda","No"
"uniqueid_8247 x Rwanda","No"
"uniqueid_8248 x Rwanda","No"
"uniqueid_8249 x Rwanda","No"
"uniqueid_8250 x Rwanda","No"
"uniqueid_8251 x Rwanda","No"
"uniqueid_8252 x Rwanda","No"
"uniqueid_8253 x Rwanda","No"
"uniqueid_8254 x Rwanda","Yes"
"uniqueid_8255 x Rwanda","No"
"uniqueid_8256 x Rwanda","No"
"uniqueid_8257 x Rwanda","No"
"uniqueid_8258 x Rwanda","No"
"uniqueid_8259 x Rwanda","Yes"
"uniqueid_8260 x Rwanda","No"
"uniqueid_8261 x Rwanda","Yes"
"uniqueid_8262 x Rwanda","Yes"
"uniqueid_8263 x Rwanda","No"
"uniqueid_8264 x Rwanda","No"
"uniqueid_8265 x Rwanda","No"
"uniqueid_8266 x Rwanda","No"
"uniqueid_8267 x Rwanda","No"
"uniqueid_8268 x Rwanda","No"
"uniqueid_8269 x Rwanda","No"
"uniqueid_8270 x Rwanda","No"
"uniqueid_8271 x Rwanda","No"
"uniqueid_8272 x Rwanda","Yes"
"uniqueid_8273 x Rwanda","No"
"uniqueid_8274 x Rwanda","No"
"uniqueid_8275 x Rwanda","No"
"uniqueid_8276 x Rwanda","No"
"uniqueid_8277 x Rwanda","No"
"uniqueid_8278 x Rwanda","No"
"uniqueid_8279 x Rwanda","No"
"uniqueid_8280 x Rwanda","No"
"uniqueid_8281 x Rwanda","Yes"
"uniqueid_8282 x Rwanda","No"
"uniqueid_8283 x Rwanda","No"
"uniqueid_8284 x Rwanda","No"
"uniqueid_8285 x Rwanda","No"
"uniqueid_8286 x Rwanda","No"
"uniqueid_8287 x Rwanda","No"
"uniqueid_8288 x Rwanda","No"
"uniqueid_8289 x Rwanda","Yes"
"uniqueid_8290 x Rwanda","No"
"uniqueid_8291 x Rwanda","No"
"uniqueid_8292 x Rwanda","No"
"uniqueid_8293 x Rwanda","No"
"uniqueid_8294 x Rwanda","No"
"uniqueid_8295 x Rwanda","No"
"uniqueid_8296 x Rwanda","No"
"uniqueid_8297 x Rwanda","No"
"uniqueid_8298 x Rwanda","No"
"uniqueid_8299 x Rwanda","No"
"uniqueid_8300 x Rwanda","No"
"uniqueid_8301 x Rwanda","No"
"uniqueid_8302 x Rwanda","No"
"uniqueid_8303 x Rwanda","Yes"
"uniqueid_8304 x Rwanda","No"
"uniqueid_8305 x Rwanda","Yes"
"uniqueid_8306 x Rwanda","No"
"uniqueid_8307 x Rwanda","No"
"uniqueid_8308 x Rwanda","No"
"uniqueid_8309 x Rwanda","No"
"uniqueid_8310 x Rwanda","No"
"uniqueid_8311 x Rwanda","No"
"uniqueid_8312 x Rwanda","No"
"uniqueid_8313 x Rwanda","No"
"uniqueid_8314 x Rwanda","No"
"uniqueid_8315 x Rwanda","Yes"
"uniqueid_8316 x Rwanda","No"
"uniqueid_8317 x Rwanda","No"
"uniqueid_8318 x Rwanda","Yes"
"uniqueid_8319 x Rwanda","Yes"
"uniqueid_8320 x Rwanda","Yes"
"uniqueid_8321 x Rwanda","No"
"uniqueid_8322 x Rwanda","No"
"uniqueid_8323 x Rwanda","No"
"uniqueid_8324 x Rwanda","No"
"uniqueid_8325 x Rwanda","No"
"uniqueid_8326 x Rwanda","No"
"uniqueid_8327 x Rwanda","No"
"uniqueid_8328 x Rwanda","No"
"uniqueid_8329 x Rwanda","No"
"uniqueid_8330 x Rwanda","No"
"uniqueid_8331 x Rwanda","No"
"uniqueid_8332 x Rwanda","Yes"
"uniqueid_8333 x Rwanda","Yes"
"uniqueid_8334 x Rwanda","No"
"uniqueid_8335 x Rwanda","Yes"
"uniqueid_8336 x Rwanda","No"
"uniqueid_8337 x Rwanda","No"
"uniqueid_8338 x Rwanda","No"
"uniqueid_8339 x Rwanda","No"
"uniqueid_8340 x Rwanda","No"
"uniqueid_8341 x Rwanda","No"
"uniqueid_8342 x Rwanda","No"
"uniqueid_8343 x Rwanda","No"
"uniqueid_8344 x Rwanda","No"
"uniqueid_8345 x Rwanda","No"
"uniqueid_8346 x Rwanda","No"
"uniqueid_8347 x Rwanda","No"
"uniqueid_8348 x Rwanda","No"
"uniqueid_8349 x Rwanda","No"
"uniqueid_8350 x Rwanda","No"
"uniqueid_8351 x Rwanda","No"
"uniqueid_8352 x Rwanda","No"
"uniqueid_8353 x Rwanda","Yes"
"uniqueid_8354 x Rwanda","No"
"uniqueid_8355 x Rwanda","Yes"
"uniqueid_8356 x Rwanda","No"
"uniqueid_8357 x Rwanda","Yes"
"uniqueid_8358 x Rwanda","No"
"uniqueid_8359 x Rwanda","No"
"uniqueid_8360 x Rwanda","No"
"uniqueid_8361 x Rwanda","Yes"
"uniqueid_8362 x Rwanda","No"
"uniqueid_8363 x Rwanda","No"
"uniqueid_8364 x Rwanda","No"
"uniqueid_8365 x Rwanda","No"
"uniqueid_8366 x Rwanda","No"
"uniqueid_8367 x Rwanda","No"
"uniqueid_8368 x Rwanda","No"
"uniqueid_8369 x Rwanda","No"
"uniqueid_8370 x Rwanda","No"
"uniqueid_8371 x Rwanda","No"
"uniqueid_8372 x Rwanda","No"
"uniqueid_8373 x Rwanda","No"
"uniqueid_8374 x Rwanda","No"
"uniqueid_8375 x Rwanda","No"
"uniqueid_8376 x Rwanda","No"
"uniqueid_8377 x Rwanda","No"
"uniqueid_8378 x Rwanda","No"
"uniqueid_8379 x Rwanda","No"
"uniqueid_8380 x Rwanda","Yes"
"uniqueid_8381 x Rwanda","No"
"uniqueid_8382 x Rwanda","No"
"uniqueid_8383 x Rwanda","No"
"uniqueid_8384 x Rwanda","No"
"uniqueid_8385 x Rwanda","No"
"uniqueid_8386 x Rwanda","No"
"uniqueid_8387 x Rwanda","No"
"uniqueid_8388 x Rwanda","No"
"uniqueid_8389 x Rwanda","No"
"uniqueid_8390 x Rwanda","No"
"uniqueid_8391 x Rwanda","No"
"uniqueid_8392 x Rwanda","No"
"uniqueid_8393 x Rwanda","No"
"uniqueid_8394 x Rwanda","No"
"uniqueid_8395 x Rwanda","Yes"
"uniqueid_8396 x Rwanda","No"
"uniqueid_8397 x Rwanda","No"
"uniqueid_8398 x Rwanda","No"
"uniqueid_8399 x Rwanda","No"
"uniqueid_8400 x Rwanda","No"
"uniqueid_8401 x Rwanda","No"
"uniqueid_8402 x Rwanda","No"
"uniqueid_8403 x Rwanda","No"
"uniqueid_8404 x Rwanda","No"
"uniqueid_8405 x Rwanda","No"
"uniqueid_8406 x Rwanda","No"
"uniqueid_8407 x Rwanda","No"
"uniqueid_8408 x Rwanda","No"
"uniqueid_8409 x Rwanda","No"
"uniqueid_8410 x Rwanda","No"
"uniqueid_8411 x Rwanda","Yes"
"uniqueid_8412 x Rwanda","No"
"uniqueid_8413 x Rwanda","No"
"uniqueid_8414 x Rwanda","No"
"uniqueid_8415 x Rwanda","No"
"uniqueid_8416 x Rwanda","No"
"uniqueid_8417 x Rwanda","No"
"uniqueid_8418 x Rwanda","No"
"uniqueid_8419 x Rwanda","No"
"uniqueid_8420 x Rwanda","Yes"
"uniqueid_8421 x Rwanda","No"
"uniqueid_8422 x Rwanda","Yes"
"uniqueid_8423 x Rwanda","No"
"uniqueid_8424 x Rwanda","No"
"uniqueid_8425 x Rwanda","No"
"uniqueid_8426 x Rwanda","No"
"uniqueid_8427 x Rwanda","No"
"uniqueid_8428 x Rwanda","No"
"uniqueid_8429 x Rwanda","Yes"
"uniqueid_8430 x Rwanda","No"
"uniqueid_8431 x Rwanda","No"
"uniqueid_8432 x Rwanda","Yes"
"uniqueid_8433 x Rwanda","Yes"
"uniqueid_8434 x Rwanda","No"
"uniqueid_8435 x Rwanda","No"
"uniqueid_8436 x Rwanda","Yes"
"uniqueid_8437 x Rwanda","Yes"
"uniqueid_8438 x Rwanda","Yes"
"uniqueid_8439 x Rwanda","No"
"uniqueid_8440 x Rwanda","No"
"uniqueid_8441 x Rwanda","No"
"uniqueid_8442 x Rwanda","No"
"uniqueid_8443 x Rwanda","Yes"
"uniqueid_8444 x Rwanda","No"
"uniqueid_8445 x Rwanda","No"
"uniqueid_8446 x Rwanda","Yes"
"uniqueid_8447 x Rwanda","No"
"uniqueid_8448 x Rwanda","No"
"uniqueid_8449 x Rwanda","No"
"uniqueid_8450 x Rwanda","No"
"uniqueid_8451 x Rwanda","No"
"uniqueid_8452 x Rwanda","No"
"uniqueid_8453 x Rwanda","No"
"uniqueid_8454 x Rwanda","Yes"
"uniqueid_8455 x Rwanda","No"
"uniqueid_8456 x Rwanda","No"
"uniqueid_8457 x Rwanda","No"
"uniqueid_8458 x Rwanda","No"
"uniqueid_8459 x Rwanda","No"
"uniqueid_8460 x Rwanda","No"
"uniqueid_8461 x Rwanda","No"
"uniqueid_8462 x Rwanda","No"
"uniqueid_8463 x Rwanda","No"
"uniqueid_8464 x Rwanda","No"
"uniqueid_8465 x Rwanda","No"
"uniqueid_8466 x Rwanda","No"
"uniqueid_8467 x Rwanda","Yes"
"uniqueid_8468 x Rwanda","No"
"uniqueid_8469 x Rwanda","No"
"uniqueid_8470 x Rwanda","No"
"uniqueid_8471 x Rwanda","Yes"
"uniqueid_8472 x Rwanda","No"
"uniqueid_8473 x Rwanda","No"
"uniqueid_8474 x Rwanda","No"
"uniqueid_8475 x Rwanda","Yes"
"uniqueid_8476 x Rwanda","No"
"uniqueid_8477 x Rwanda","No"
"uniqueid_8478 x Rwanda","No"
"uniqueid_8479 x Rwanda","No"
"uniqueid_8480 x Rwanda","No"
"uniqueid_8481 x Rwanda","No"
"uniqueid_8482 x Rwanda","No"
"uniqueid_8483 x Rwanda","Yes"
"uniqueid_8484 x Rwanda","No"
"uniqueid_8485 x Rwanda","No"
"uniqueid_8486 x Rwanda","No"
"uniqueid_8487 x Rwanda","No"
"uniqueid_8488 x Rwanda","No"
"uniqueid_8489 x Rwanda","No"
"uniqueid_8490 x Rwanda","No"
"uniqueid_8491 x Rwanda","No"
"uniqueid_8492 x Rwanda","No"
"uniqueid_8493 x Rwanda","No"
"uniqueid_8494 x Rwanda","No"
"uniqueid_8495 x Rwanda","Yes"
"uniqueid_8496 x Rwanda","No"
"uniqueid_8497 x Rwanda","Yes"
"uniqueid_8498 x Rwanda","No"
"uniqueid_8499 x Rwanda","No"
"uniqueid_8500 x Rwanda","Yes"
"uniqueid_8501 x Rwanda","No"
"uniqueid_8502 x Rwanda","No"
"uniqueid_8503 x Rwanda","No"
"uniqueid_8504 x Rwanda","No"
"uniqueid_8505 x Rwanda","No"
"uniqueid_8506 x Rwanda","No"
"uniqueid_8507 x Rwanda","No"
"uniqueid_8508 x Rwanda","No"
"uniqueid_8509 x Rwanda","No"
"uniqueid_8510 x Rwanda","No"
"uniqueid_8511 x Rwanda","No"
"uniqueid_8512 x Rwanda","No"
"uniqueid_8513 x Rwanda","No"
"uniqueid_8514 x Rwanda","No"
"uniqueid_8515 x Rwanda","No"
"uniqueid_8516 x Rwanda","No"
"uniqueid_8517 x Rwanda","No"
"uniqueid_8518 x Rwanda","No"
"uniqueid_8519 x Rwanda","No"
"uniqueid_8520 x Rwanda","No"
"uniqueid_8521 x Rwanda","Yes"
"uniqueid_8522 x Rwanda","No"
"uniqueid_8523 x Rwanda","No"
"uniqueid_8524 x Rwanda","No"
"uniqueid_8525 x Rwanda","No"
"uniqueid_8526 x Rwanda","No"
"uniqueid_8527 x Rwanda","No"
"uniqueid_8528 x Rwanda","No"
"uniqueid_8529 x Rwanda","No"
"uniqueid_8530 x Rwanda","No"
"uniqueid_8531 x Rwanda","No"
"uniqueid_8532 x Rwanda","Yes"
"uniqueid_8533 x Rwanda","No"
"uniqueid_8534 x Rwanda","No"
"uniqueid_8536 x Rwanda","No"
"uniqueid_8537 x Rwanda","No"
"uniqueid_8538 x Rwanda","No"
"uniqueid_8539 x Rwanda","No"
"uniqueid_8540 x Rwanda","No"
"uniqueid_8541 x Rwanda","No"
"uniqueid_8542 x Rwanda","No"
"uniqueid_8543 x Rwanda","No"
"uniqueid_8544 x Rwanda","No"
"uniqueid_8545 x Rwanda","No"
"uniqueid_8546 x Rwanda","No"
"uniqueid_8548 x Rwanda","No"
"uniqueid_8549 x Rwanda","No"
"uniqueid_8550 x Rwanda","No"
"uniqueid_8551 x Rwanda","No"
"uniqueid_8552 x Rwanda","No"
"uniqueid_8553 x Rwanda","No"
"uniqueid_8554 x Rwanda","No"
"uniqueid_8555 x Rwanda","No"
"uniqueid_8556 x Rwanda","No"
"uniqueid_8557 x Rwanda","No"
"uniqueid_8558 x Rwanda","No"
"uniqueid_8559 x Rwanda","No"
"uniqueid_8560 x Rwanda","No"
"uniqueid_8561 x Rwanda","No"
"uniqueid_8562 x Rwanda","No"
"uniqueid_8563 x Rwanda","No"
"uniqueid_8564 x Rwanda","No"
"uniqueid_8566 x Rwanda","No"
"uniqueid_8567 x Rwanda","No"
"uniqueid_8568 x Rwanda","No"
"uniqueid_8569 x Rwanda","No"
"uniqueid_8570 x Rwanda","No"
"uniqueid_8571 x Rwanda","No"
"uniqueid_8572 x Rwanda","No"
"uniqueid_8573 x Rwanda","No"
"uniqueid_8574 x Rwanda","No"
"uniqueid_8575 x Rwanda","No"
"uniqueid_8576 x Rwanda","No"
"uniqueid_8577 x Rwanda","No"
"uniqueid_8578 x Rwanda","No"
